	Tweets	date	polarity
0	b'668 #BTC (4,942,836 USD) transferred from #Binance to #OKEx\n\nTx: https://whale-alert.io/transaction/bitcoin/0a30517a36b0f8fba034e44e4f3e6ce61038655ea892bf00cd3dd80f27975e5c \xe2\x80\xa6'	2019-12-29	0.0
1	"b""Someone who jumps into Bitcoin Cash as their first investment now is going to get even more entrenched and closed minded once they're exposed to constant ridicule and flame wars. Sadly most of these maximalists would rather everything fail if Bitcoin doesn't succeed."""	2019-12-29	0.10833333333333332
2	"b""Let's also not forget that many people somehow jump into altcoins as their first exposure to crypto, and a lot eventually then migrate to Bitcoin. I guarantee you a lot more migrated back when there was less hostility between projects."""	2019-12-29	0.21666666666666665
3	"b""Even if Bitcoin completely fails, and something like Zcash or Grin or even Dogecoin succeeds and takes over the world, that's already a *much* more free and open world than the pre-Bitcoin era."""	2019-12-29	0.22000000000000003
4	b'We are trading against people who think XRP will hit $120 per coin in the next 4-12 months.\n\nIf your IQ is above room temperature, how are you not making money in this market?'	2019-12-29	0.0
5	b'Are you ready for another super idea regarding the future of $XRP #Ripple. Prepare your brain: +20 000% and $120 a coin. \nhttp://bit.ly/2ZK7SfZ '	2019-12-29	0.17777777777777778
6	b'What was the biggest mistake or harshest lesson about #bitcoin #crypto for you in 2019?'	2019-12-29	0.0
7	b'Welcome https://itvault.io  to $BSV  \n#BitcoinSV $BSV Accepted Here\n\nServices for Small Business | Web Design | Bitcoin SV\nIf you are seeking to issue Blockchain Smart Contracts @Tokenized_com \n\nManzana 54, La Barra, Maldonado MLD 20001, URUGUAY\n\nPay with #BitCoin '	2019-12-29	0.2547619047619048
8	b'THE CAPPER GUARANTEE\nIF THIS SOME HOW LOSES I WILL SEND $100 TO EACH PERSON THAT RETWEETS THIS TWEET. IVE DONE THIS 39 TIMES AND IM 31-8 ON THESE PLAYS. THE 8 I DID LOSE EVERY1 WAS PAID\nSEAHAWKS +3.5\npayments will be sent via paypal/cashapp/venmo/bitcoin\nRT+LOSS=$100'	2019-12-29	-0.3
9	b'2020s will be the decade of #Bitcoin ...\n\nDon\xe2\x80\x99t mess this up people ...\n\n$BTC '	2019-12-29	-0.175
10	"b'""From Jan. 1, 2020, the limit to buy #gold anonymously drops from \xe2\x82\xac10,000 down to \xe2\x82\xac2,000 in #Germany. Only two years ago the limit was \xe2\x82\xac15,000.\xe2\x80\x9d  \n\nTime for buying #Bitcoin ? \n\n@coinkit_ mon 0.5 50 TZC'"	2019-12-29	-0.07777777777777779
11	b'Bitcoin has an algorithmic supply schedule\n\nWhy then not somewhat algorithmic price schedule?\n\nDemand can cause some overshoots and undershoots sure\n\nBut an algorithmic supply schedule is... kind of a big deal\n\nAnd a first in history'	2019-12-29	0.3375
12	b'$BTC \n\nCME open gap. '	2019-12-29	0.0
13	"b'One of my all-time favourite pieces, right next to @nic__carter\'s ""Bitcoin: A peaceful revolution"".\n\nEnough said.\nRead this, before we step into 2020.\n\nYou\'ll be glad you did. '"	2019-12-29	0.20714285714285713
14	"b'Here we are, with the final two pieces.\nSaved the ""revolutionary"" in nature until last.\n\nIf you enjoyed the masterpiece that was ""Bitcoin: A Peaceful Revolution\xe2\x80\xa6'"	2019-12-29	0.1875
15	"b'Here we are, with the final two pieces.\nSaved the ""revolutionary"" in nature until last.\n\nIf you enjoyed the masterpiece that was ""Bitcoin: A Peaceful Revolution"", then you will absolutely love the following piece by @nic__carter:'"	2019-12-29	0.20833333333333334
16	b'Even people who REALLY like bitcoin:\n\n* own clothes\n* usually a computer\n* they eat food, not bitcoins\n* some buy homes to live in, can\xe2\x80\x99t live in a bitcoin\n* many own stocks, bonds, etc... not necessarily considering them scams'	2019-12-29	0.2403409090909091
17	b'Bitcoin returns this decade........ courtesy Charlie Bilello '	2019-12-29	0.0
18	b'You decided and we did it! Now you can also get your http://dgb.community  email address by donating in $BTC and $LTC but of course you will always find the best rates in #DigiByte only! It is time to express yourself as a part of the #decentralized future.'	2019-12-29	0.3333333333333333
19	"b""We've heard that some of you are reluctant to spend your precious #DigiByte :) Which cryptocurrencies would you like to donate with for your http://dgb.community  email besides $DGB?"""	2019-12-29	0.5
20	"b""Bitcoin's 2010s\n2010: +9,900%\n2011: +1,473%\n2012: +186% \n2013: +5,507%\n2014: -58%\n2015: +35%\n2016: +125%\n2017: +1,331%\n2018: -73%\n2019: +101% """	2019-12-29	0.0
21	b'Crypto 2020 Outlook: 2020 Bitcoin and Crypto Predictions '	2019-12-29	0.0
22	b'Thanks! YouTube #Bitcoin PURGE NOT OVER! \n\n@TeamYouTube for you it\xe2\x80\x99s just a few minutes to fix it but for us it means the world! \n\nUnjustified Strike is still on our accounts.'	2019-12-29	0.03125
23	"b""The #Crypto & #Bitcoin @YouTube @YTCreators purge isn't over yet. @MMcrypto & @mr_kristof007 still banned... Please retweet to spread awareness!"""	2019-12-29	0.0
24	"b""Ironically it is Cobra and his posse who are not invested in Bitcoin's success, otherwise they'd know that if Bitcoin Cash is successful, Bitcoin (peer to peer electronic cash) succeeds.\n\n#Bitcoin is #Cash #BitcoinCash $BCH"""	2019-12-29	0.5833333333333334
25	"b""Someone who jumps into Bitcoin Cash as their first investment now is going to get even more entrenched and closed minded once they're exposed to constant ridicule and flame wars. Sadly most of these maximalists would rather everything fail if Bitcoin doesn't succeed."""	2019-12-29	0.10833333333333332
26	b'$BTC- weekly BB\xe2\x80\x99s still incredibly wide separated by over $4K... compared to a tighter pinch trend reversal '	2019-12-29	-0.1
27	b'If we survive an apocalyptic disaster or war, $btc and $gold will have the same value...zero, nothing, but a tuna can or dosis of antibiotics will rise their value #tothemoon all is relative, you see? Relax @coinkit_ mon 1 12 dgb'	2019-12-29	0.0
28	b'Bitcoin Community Tweets on  '	2019-12-29	0.0
29	b'The last two times the hash ribbons flashed a buy signal for #bitcoin \nJanuary 2019 - $3500 - pumped to $13,500 within 6 months\xe2\x80\xa6'	2019-12-29	0.0
30	b'$BTC will be $8k before most people think of stacking any'	2019-12-29	0.5
31	b'#FBI is the 4th largest owner of #Bitcoin. Can you say STING! Boom baby! https://twitter.com/familyman20181/status/1184511763628351489 \xe2\x80\xa6'	2019-12-29	0.0
32	"b'Which asset is the better definition of ""store of value""?\n#Bitcoin #Gold $BTC $XAU'"	2019-12-29	0.5
33	b'Learn How To Use @COLDCARDwallet.\n\nUnboxing\nSetup\nFirmware Upgrade\nNew Wallet\nPassphrase\nFingerprints\nAirgapped #Bitcoin transaction with @ElectrumWallet '	2019-12-29	0.13636363636363635
34	b'2019 was the year of the Bitcoin Taco Plebs. '	2019-12-29	0.0
35	b'\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93\xe2\x96\x93 99%'	2019-12-29	0.0
36	b'Follow everyone who Likes and Retweets this '	2019-12-29	0.0
37	b'Nothing gets me quite as amped as logging on twitter and seeing doc bitcoin dunking on idiots.'	2019-12-29	-0.8
38	b'Warning  high volume Bitcoin mining is taking place in this video!\n\nWhat mining rig do you want to see reviewed next on the VoskCoin YouTube channel?    \n#VoskCoin #Bitcoin #MiningRig'	2019-12-29	0.1
39	b'Further, the Bitcoin Energy Value Oscillator shows a near identical 3-step pattern to the prior bull markets.\n\nOscillator (%) = Price / Energy Value - 1\n\nOscillator script also freely available on TradingView:\nhttps://www.tradingview.com/script/euTwi6wu-Bitcoin-Energy-Value-Oscillator/ \xe2\x80\xa6'	2019-12-29	0.125
